Loan Ids,Good/Bad Loan,Covid_Period(Default),RECOMENDED_LOAN_AMT,INTEREST_RATE,TENOR,TOTAL_COLLATERAL_VALUE,REC_BASIS,FRESH_TOPUP,PRODUCT,CONSTITUTION,SOURCE_BRANCH,APPLICANT_STATE,APPLICANT_CITY,COBORROWER1_DESIGNATION,COBORROWER2_DESIGNATION,COBORROWER1_CIBILSCORE,COBORROWER2_CIBILSCORE,LOCALITY,Years of Operation,TOTAL_INCOME
sdv-id-YRLEXh,Good,No,4239661,14,60,38512646.14,Cashflows,Fresh,Others,Society,[,Florida,Leeland,Secretary,Managing Director,55,797,SEMIU,12,14367205
sdv-id-nLVuTa,Bad,Yes,958825,14,32,19941706.81,Cashflows,Fresh,Unsecured,Trust,X,Pennsylvania,New Jesse,Secretary,President,866,862,RURAL,21,18274493
sdv-id-gegSGI,Bad,No,83697,14,24,23995885.23,Finance Ledgers,Fresh,Secured,Society,K,Minnesota,Tylerland,Trustee,Secretary,419,4,SEMIU,11,12142612
sdv-id-TnPRoQ,Bad,Yes,2648075,14,76,3213586.929,Cashflows,Fresh,Others,Society,V,Alaska,Lake Sarahbury,President,Treasurer,866,-1,SEMIU,8,6742701
sdv-id-BEdCkC,Good,No,1449907,14,60,18377285.95,Finance Ledgers,Top Up,Others,Society,X,Georgia,Schultztown,President,Managing Trustee,4,617,RURAL,27,12076107
sdv-id-taebkr,Bad,Yes,5909537,14,59,10701119.94,Cashflows,Fresh,Others,Trust,],Georgia,Yeseniaport,Secretary,President,866,862,RURAL,11,25236157
sdv-id-ZLupLJ,Bad,No,6433345,14,122,,Cashflows,Top Up,Others,Trust,S,Connecticut,New Linda,Managing Director,Chairman,866,862,URBAN,10,4438511
sdv-id-xmFIrG,Bad,Yes,22803,14,38,6498404.747,Finance Audits,Fresh,Others,Society,V,Massachusetts,Cookbury,President,Member,866,862,SEMIU,15,4657162
sdv-id-PRInZb,Bad,Yes,24778,14,46,,Cashflows,Top Up,Secured,Trust,[,Arkansas,South Kaylastad,Others,Others,291,862,URBAN,7,1687855
sdv-id-TEBFJW,Bad,No,1396322,14,65,9685780.442,Cashflows,Fresh,Others,Trust,I,Georgia,Kaylaport,Correspondent,Treasurer,752,862,SEMIU,28,11102855
sdv-id-xkMkwr,Bad,No,414517,14,29,,Cashflows,Fresh,Others,Trust,T,Illinois,Jeffreyhaven,Secretary,President,866,862,URBAN,11,14692777
sdv-id-RLvbpS,Good,No,4334763,14,54,13304519.5,Cashflows,Fresh,Others,Society,G,Pennsylvania,Port Julia,President,Secretary,866,862,URBAN,5,6163887
sdv-id-HjhHbx,Good,Yes,5095424,14,73,,Finance Ledgers,Fresh,Unsecured,Society,H,New Hampshire,Mooreburgh,President,President,866,-1,RURAL,34,22884727
sdv-id-RomLwJ,Good,No,2038024,14,59,,Finance Ledgers,Top Up,Others,Society,O,Tennessee,Christopherfort,President,President,866,210,URBAN,20,7466448
sdv-id-zmpnsw,Good,No,2893033,14,63,,Finance Ledgers,Fresh,Unsecured,Trust,b,Florida,West Aaronborough,Secretary,Director,866,862,URBAN,2,4968747
sdv-id-Ivjnpu,Good,No,433882,14,24,,Cashflows,Fresh,Secured,Trust,g,South Carolina,East Sandraborough,President,President,836,328,SEMIU,13,1795185
sdv-id-VeFnMo,Bad,No,2903600,14,30,,Finance Ledgers,Fresh,Unsecured,Society,e,Connecticut,Ochoaport,President,Member,866,622,SEMIU,15,3547335
sdv-id-syHGmf,Good,No,38159,14,34,,Cashflows,Top Up,Others,Society,O,Montana,Martinburgh,Secretary,Member,866,862,URBAN,6,8636721
sdv-id-xnnKgN,Good,Yes,212644,14,48,28554825.64,Cashflows,Fresh,Unsecured,Trust,\,Vermont,New Brandon,Secretary,Trustee,866,-1,SEMIU,17,4149272
sdv-id-SQduVF,Bad,Yes,2827130,14,57,27016790.76,Cashflows,Fresh,Unsecured,Society,V,South Dakota,Waltershire,Secretary,Member,453,-1,URBAN,16,18369099
sdv-id-yEeykv,Good,No,4785623,14,74,,Cashflows,Fresh,Others,Society,T,Tennessee,East Cynthia,Secretary,Others,-1,862,RURAL,16,
sdv-id-RtCtRb,Good,No,2602368,14,83,,Finance Ledgers,Fresh,Others,Society,H,Massachusetts,Phillipsside,Secretary,President,866,862,SEMIU,12,11968021
sdv-id-WsxoLz,Bad,No,115266,14,30,,Finance Ledgers,Fresh,Secured,Society,[,Oregon,Woodton,Others,Treasurer,866,861,URBAN,11,10193177
sdv-id-xDkoRT,Good,No,1986619,14,96,,Cashflows,Fresh,Others,Society,_,New Jersey,Rodneymouth,President,Secretary,866,862,URBAN,23,11543102
sdv-id-JdCfKF,Good,No,10031498,14,71,,Cashflows,Fresh,Unsecured,Trust,I,Colorado,West Jerryhaven,Correspondent,Treasurer,866,862,SEMIU,11,45022433
sdv-id-BAFDWl,Good,Yes,5145837,14,47,47080194.92,Finance Ledgers,Fresh,Secured,Society,E,South Carolina,Oliverchester,Secretary,Vice President,866,862,URBAN,27,33083008
sdv-id-TBnrzg,Good,No,197618,14,53,,Cashflows,Fresh,Unsecured,Society,[,Florida,Kingstad,Secretary,Correspondent,846,862,SEMIU,25,7101448
sdv-id-pfeDKN,Good,Yes,36412,14,33,,Finance Ledgers,Fresh,Unsecured,Society,X,West Virginia,Nicholsview,President,Member,866,665,URBAN,9,4634
sdv-id-UBYifE,Good,No,781935,14,42,,Cashflows,Fresh,Others,Society,R,Mississippi,Christopherburgh,Secretary,Treasurer,852,0,SEMIU,12,557211
sdv-id-ebeKdQ,Bad,Yes,498929,14,45,,Finance Ledgers,Fresh,Unsecured,Society,H,New Mexico,West Cynthialand,Secretary,Member,1,1,RURAL,11,7761036
sdv-id-nZzEJJ,Bad,Yes,464521,14,53,27799003.57,Finance Audits,Fresh,Unsecured,Trust,I,Hawaii,South Debra,Member,Trustee,-1,699,SEMIU,23,8600308
sdv-id-kESlnc,Bad,No,2720651,14,70,,Cashflows,Fresh,Others,Trust,V,Washington,West Melinda,,Managing Director,866,862,SEMIU,18,20197562
sdv-id-ZRViIT,Bad,Yes,8353,14,28,16946327.91,Cashflows,Fresh,Secured,Society,D,New Hampshire,South Davidshire,Secretary,Treasurer,866,862,SEMIU,4,1111822
sdv-id-vdzboH,Good,No,2699803,14,60,,Cashflows,Fresh,Others,Society,X,Indiana,Bellfort,Others,President,866,862,RURAL,15,18687653
sdv-id-sskWky,Good,Yes,136410,14,28,,Cashflows,Fresh,Unsecured,Society,A,Delaware,New Matthewside,Secretary,Vice President,9,411,URBAN,14,902898
sdv-id-pkFaxh,Good,No,3269347,14,59,39854606.2,Finance Ledgers,Fresh,Others,Trust,Y,Utah,Gregoryport,President,President,88,578,SEMIU,4,5883070
sdv-id-sVHouc,Bad,No,1340119,14,44,22962923.55,Cashflows,Fresh,Unsecured,Society,S,Washington,Tuckerstad,Managing Trustee,Treasurer,866,792,SEMIU,10,12880364
sdv-id-ttJhJj,Good,No,3867980,14,74,,Cashflows,Fresh,Unsecured,Trust,f,Indiana,East Shirley,Chairman,Secretary,866,-1,SEMIU,1,2869945
sdv-id-PnlVVH,Bad,Yes,11415453,14,95,,Finance Ledgers,Top Up,Others,Trust,S,Rhode Island,Bellport,Managing Trustee,Correspondent,866,862,URBAN,22,33312795
sdv-id-kLdYca,Bad,Yes,1294181,14,62,,Cashflows,Fresh,Unsecured,Trust,C,Tennessee,Blanchardtown,Chairman,President,866,862,URBAN,13,17439102
sdv-id-LWlkdc,Good,No,128274,14,34,,Cashflows,Fresh,Others,Trust,U,Arkansas,Ginaberg,Director,Trustee,866,862,URBAN,24,7108350
sdv-id-vQoXbf,Bad,No,4547306,14,86,4910170.303,Cashflows,Fresh,Others,Society,M,Arkansas,South Amy,Secretary,President,698,862,RURAL,13,19446126
sdv-id-GEqKcG,Good,No,320600,14,67,,Bank Credits,Fresh,Secured,Society,D,Kentucky,East Michael,President,Treasurer,279,862,URBAN,14,5978904
sdv-id-Uguzmh,Good,No,667957,14,47,,Cashflows,Fresh,Secured,Society,V,New Mexico,Ericaton,President,Treasurer,866,862,RURAL,23,5938769
sdv-id-XwWFcM,Bad,Yes,110270,14,80,,Cashflows,Fresh,Secured,Society,O,Illinois,Parrishborough,Director,Trustee,92,-1,RURAL,4,315504
sdv-id-FIfqCs,Bad,No,896394,14,37,22728208.01,Finance Ledgers,Fresh,Others,Trust,E,Vermont,Josephport,Managing Trustee,Chairman,866,862,URBAN,9,13994220
sdv-id-jhnMkY,Good,Yes,674163,14,37,,Finance Ledgers,Fresh,Unsecured,Society,Y,Illinois,New Michaelberg,Correspondent,Member,866,301,RURAL,15,78024
sdv-id-SOiRba,Good,No,862723,14,59,,Cashflows,Fresh,Others,Trust,Z,Connecticut,Amberfort,Others,Member,484,855,SEMIU,12,9461076
sdv-id-YUrzhI,Bad,No,1930651,14,51,,Cashflows,Fresh,Unsecured,Society,W,Florida,Lake Julie,President,Secretary,848,392,URBAN,28,5367938
sdv-id-ZOlSMo,Bad,Yes,11801,14,16,40216940.6,Finance Ledgers,Top Up,Secured,Trust,A,Louisiana,Port Paulview,Treasurer,Vice President,866,-1,RURAL,8,1989511
sdv-id-hPcRjE,Bad,Yes,82393,14,39,2656634.101,Cashflows,Fresh,Others,Society,[,Vermont,North Stacey,Others,Vice President,115,-1,RURAL,3,148840
sdv-id-gjBtDV,Bad,No,3024088,14,37,,Finance Ledgers,Fresh,Unsecured,Society,P,Nebraska,Port Michael,Director,Treasurer,835,-1,RURAL,6,12879751
sdv-id-cefcjJ,Good,No,1653029,14,49,18901101.26,Cashflows,Fresh,Others,Trust,E,Oklahoma,Lake Jeremyview,Managing Trustee,Treasurer,721,862,URBAN,12,11331202
sdv-id-IhNinz,Good,No,128226,14,45,13908369.93,Cashflows,Fresh,Unsecured,Society,E,Illinois,Burtonside,Trustee,President,17,862,RURAL,17,7153601
sdv-id-GZeAPj,Bad,No,1064798,14,80,10624405.51,Cashflows,Fresh,Others,Society,N,Florida,East Alison,President,Treasurer,866,842,URBAN,22,243076
sdv-id-OzqbzC,Good,No,981649,14,69,,Finance Ledgers,Fresh,Others,Society,^,Wisconsin,South Patricia,Secretary,Treasurer,866,374,RURAL,33,673074
sdv-id-nyHgYq,Bad,No,1375131,14,107,,Finance Ledgers,Fresh,Secured,Society,A,South Dakota,South Josephstad,Secretary,President,866,264,SEMIU,4,21908398
sdv-id-kKbrIs,Bad,No,2467115,14,42,,Bank Credits,Fresh,Unsecured,Society,C,Idaho,Jennamouth,President,Others,866,862,URBAN,6,15113443
sdv-id-oBNBpH,Bad,No,259631,14,56,,Cashflows,Fresh,Unsecured,Society,N,Arkansas,Joycefort,Secretary,Vice President,773,862,SEMIU,15,13003569
sdv-id-bZejLH,Bad,No,961673,14,32,18417326.26,Finance Ledgers,Fresh,Others,Society,S,South Carolina,Duncanberg,President,Secretary,866,862,SEMIU,10,40151166
sdv-id-xHTPtE,Bad,No,7125321,14,95,22027861.29,Cashflows,Fresh,Others,Trust,V,North Dakota,West Eddieview,Secretary,Vice President,866,862,SEMIU,17,33191670
sdv-id-VArfBa,Good,No,1021078,14,79,,Cashflows,Fresh,Others,Society,E,Texas,North Sophiaport,President,Member,-1,840,RURAL,5,4661679
sdv-id-zRKOvy,Bad,Yes,202620,14,48,12286206.64,Cashflows,Fresh,Secured,Trust,C,Massachusetts,Nathanielshire,President,Treasurer,866,188,URBAN,6,960289
sdv-id-SmSnvT,Good,Yes,3265784,14,40,,Cashflows,Fresh,Unsecured,Society,E,Iowa,Gatesborough,Correspondent,President,866,578,SEMIU,6,777036
sdv-id-LvbJup,Bad,Yes,367215,14,35,,Cashflows,Fresh,Unsecured,Society,F,North Dakota,Colemanfurt,Secretary,Member,866,192,URBAN,3,1253006
sdv-id-FKvrPW,Bad,Yes,1028327,14,39,43914466.99,Finance Ledgers,Fresh,Unsecured,Trust,^,Maine,Danieltown,President,Secretary,839,862,URBAN,10,29779222
sdv-id-LDcXee,Good,No,1398329,14,54,,Finance Ledgers,Fresh,Others,Trust,N,New Jersey,Huberhaven,Chairman,Treasurer,866,862,URBAN,22,6203284
sdv-id-LzGJKC,Bad,Yes,12052,14,35,,Finance Ledgers,Fresh,Secured,Society,P,Oklahoma,South Stevenfurt,Managing Trustee,Secretary,866,862,RURAL,1,240170
sdv-id-bhdOEt,Good,No,7987,14,17,,Finance Ledgers,Fresh,Secured,Society,E,North Carolina,Edwinville,President,Others,866,,URBAN,14,65568
sdv-id-MIqtnT,Bad,Yes,383544,14,37,12599594.36,Cashflows,Top Up,Unsecured,Society,[,Vermont,Savannahfurt,Secretary,Trustee,866,862,URBAN,5,14419341
sdv-id-HaIcwZ,Bad,Yes,253704,14,30,,Cashflows,Fresh,Secured,Society,Q,Ohio,East Stephen,Vice President,Member,866,828,SEMIU,32,15872150
sdv-id-YAbaib,Bad,No,115444,14,41,19830345.72,Cashflows,Fresh,Others,Society,D,Rhode Island,New Jonathan,Secretary,Managing Director,498,-1,RURAL,4,14998883
sdv-id-vlePJM,Good,Yes,191480,14,37,29063981.54,Finance Ledgers,Fresh,Unsecured,Society,X,Kansas,North Paulmouth,President,Member,-1,785,RURAL,2,1055523
sdv-id-pqoqxA,Bad,No,2318971,14,56,25132016.8,Finance Ledgers,Fresh,Secured,Society,i,Arizona,North Michael,Chairman,Correspondent,2,-1,RURAL,20,13255920
sdv-id-OFcIsr,Good,No,2626008,14,67,,Cashflows,Fresh,Others,Society,^,North Dakota,New Jesse,President,Secretary,866,158,URBAN,23,24264347
sdv-id-lWSzkg,Bad,Yes,903557,14,74,,Cashflows,Fresh,Secured,Trust,B,North Carolina,Stephanieton,Others,Others,212,-1,URBAN,11,2411837
sdv-id-oLSZIE,Good,No,5898989,14,94,20755538.79,Bank Credits,Fresh,Secured,Society,],Wisconsin,Sarahport,President,Treasurer,866,-1,URBAN,12,21472794
sdv-id-cGBCdn,Good,No,138127,14,52,7164532.521,Finance Ledgers,Fresh,Unsecured,Trust,O,Wyoming,Velezhaven,Treasurer,Treasurer,866,862,RURAL,14,4560587
sdv-id-EsJwzx,Bad,No,2906739,14,52,,Cashflows,Fresh,Unsecured,Trust,G,Maryland,Julieshire,Chairman,Trustee,866,862,SEMIU,28,10109457
sdv-id-UkVpww,Good,Yes,3881250,14,73,,Finance Ledgers,Fresh,Unsecured,Trust,O,Kansas,Brettville,Others,President,866,862,RURAL,8,37424832
sdv-id-aswAAe,Good,No,1669351,14,82,7890890.845,Cashflows,Fresh,Others,Society,H,Mississippi,Port Calvinshire,President,President,866,-1,RURAL,14,163170
sdv-id-zfAOYZ,Good,No,848080,14,50,,Finance Ledgers,Fresh,Unsecured,Society,V,Alaska,Jessicahaven,Secretary,Others,866,414,RURAL,10,3889753
sdv-id-bZEfoC,Good,No,537025,14,26,14777678.69,Finance Ledgers,Fresh,Unsecured,Trust,A,Idaho,Boothtown,Secretary,Director,866,558,URBAN,4,2699866
sdv-id-HIYAlt,Good,No,873399,14,87,,Cashflows,Fresh,Unsecured,Society,M,Louisiana,Tinaview,Director,Secretary,866,862,SEMIU,9,3390286
sdv-id-dPjHhe,Bad,No,7139309,14,65,,Finance Ledgers,Fresh,Unsecured,Society,[,New York,Krausebury,President,President,866,-1,RURAL,5,10973890
sdv-id-mKXUkE,Bad,No,7223,14,28,,Cashflows,Fresh,Secured,Society,^,Vermont,Lopezview,Secretary,Others,866,63,SEMIU,10,525234
sdv-id-MwDSGS,Good,No,4316373,14,96,,Cashflows,Fresh,Others,Society,G,Mississippi,South Amandaland,Correspondent,Managing Director,202,862,RURAL,23,41730489
sdv-id-KjDaMg,Bad,Yes,8798537,14,56,33359681.1,Cashflows,Fresh,Others,Society,G,Montana,North Patrickport,President,Treasurer,866,-1,SEMIU,8,17581099
sdv-id-MdAeOc,Good,No,66168,14,31,16469508.74,Cashflows,Fresh,Secured,Trust,C,South Dakota,Chelseyshire,Secretary,Secretary,866,862,SEMIU,11,5972884
sdv-id-vfRtrP,Good,No,4407861,14,99,,Cashflows,Fresh,Others,Society,j,North Dakota,Raymondborough,Secretary,Member,866,-1,SEMIU,13,2046434
sdv-id-kQWjGy,Bad,No,1883999,14,59,25114255.53,Cashflows,Fresh,Unsecured,Society,Z,Tennessee,Millsbury,President,Others,866,-1,RURAL,14,29105118
sdv-id-FrlOOW,Bad,Yes,403975,14,39,,Finance Audits,Fresh,Others,Society,M,Texas,Port Amyport,Treasurer,Vice President,866,862,URBAN,23,4040310
sdv-id-NQcKsd,Bad,Yes,4202862,14,36,47305960.98,Finance Ledgers,Fresh,Unsecured,Society,A,South Dakota,Brookstown,Correspondent,Secretary,866,190,URBAN,6,26000181
sdv-id-bXduDZ,Good,No,601887,14,55,7253107.122,Cashflows,Top Up,Secured,Society,E,Louisiana,Anthonyville,President,Treasurer,866,862,RURAL,14,735458
sdv-id-PKCVzP,Bad,No,1676105,14,41,9016039.473,Cashflows,Fresh,Unsecured,Society,O,New Mexico,Christopherborough,Managing Trustee,Vice President,587,-1,RURAL,12,8689296
sdv-id-QFAEGX,Bad,No,2249009,14,44,,Cashflows,Fresh,Others,Society,E,Mississippi,Mollyville,Others,Treasurer,147,862,SEMIU,6,14946987
sdv-id-pqVshS,Good,No,981674,14,55,16091387.5,Cashflows,Fresh,Unsecured,Society,D,South Carolina,West Tammyborough,President,Secretary,866,862,RURAL,4,5943250
sdv-id-sHptvy,Good,No,1731312,14,53,,Finance Ledgers,Fresh,Others,Trust,[,Texas,Rosetown,Member,,866,862,URBAN,13,58719535
sdv-id-AeEtoh,Good,No,127136,14,29,,Cashflows,Top Up,Unsecured,Trust,L,Tennessee,Rodriguezberg,Secretary,President,866,189,RURAL,12,2409332
sdv-id-xloKJy,Bad,No,278214,14,45,26000934.24,Cashflows,Top Up,Others,Trust,X,Massachusetts,Lake Ashleyborough,Secretary,Member,41,862,SEMIU,2,15560926
sdv-id-wIMpMb,Bad,Yes,409785,14,84,14964799.97,Cashflows,Fresh,Unsecured,Trust,D,Wisconsin,Danielfurt,Secretary,President,866,470,URBAN,1,16715036
sdv-id-MUpxBv,Good,No,2999046,14,91,,Cashflows,Fresh,Secured,Trust,P,Arizona,South Emily,Secretary,Vice President,866,-1,URBAN,14,1433093
sdv-id-FGUhln,Bad,Yes,93344,14,40,,Cashflows,Top Up,Secured,Society,[,Hawaii,North Abigail,Correspondent,Managing Director,866,806,SEMIU,25,363888
sdv-id-hPIxjQ,Bad,Yes,10943039,14,84,,Finance Ledgers,Fresh,Others,Society,H,Washington,Hendersonhaven,Chairman,Others,866,664,SEMIU,15,33187915
sdv-id-hWDVke,Good,Yes,2296329,14,81,,Cashflows,Fresh,Others,Trust,T,Utah,New Elizabeth,President,President,866,862,URBAN,3,13447474
sdv-id-aCYmId,Bad,Yes,2481046,14,65,,Cashflows,Fresh,Unsecured,Trust,E,Texas,Robertbury,Secretary,Secretary,866,862,URBAN,28,6656271
sdv-id-JRdUWy,Good,No,3148920,14,59,,Cashflows,Top Up,Unsecured,Trust,V,West Virginia,East Krystal,President,Others,866,862,RURAL,20,11689922
sdv-id-aKGWBk,Bad,No,58773,14,40,6630607.639,Cashflows,Fresh,Secured,Society,M,Nebraska,Edwardbury,Secretary,Others,866,-1,SEMIU,9,932252
sdv-id-ngxIhj,Bad,No,2463378,14,71,25504997.33,Cashflows,Fresh,Others,Society,[,Arkansas,New Victoria,Secretary,Trustee,866,862,SEMIU,16,11938512
sdv-id-IIpMip,Good,No,411028,14,38,,Average Bank Balance,Fresh,Others,Trust,G,New Jersey,Port Cindyshire,Secretary,Others,866,862,URBAN,14,9556298
sdv-id-OCldsB,Bad,Yes,92470,14,37,,Cashflows,Fresh,Secured,Trust,S,Alaska,Brandimouth,President,Managing Director,866,862,SEMIU,4,4266201
sdv-id-GSTNpE,Bad,No,10638198,14,83,27391500.59,Finance Ledgers,Fresh,Others,Trust,A,Alaska,Priceview,Vice President,Secretary,866,862,URBAN,13,9779548
sdv-id-UnQirw,Good,No,865989,14,42,,Cashflows,Fresh,Unsecured,Society,N,Delaware,Rollinsmouth,Correspondent,Treasurer,866,862,RURAL,18,17385807
sdv-id-SQNaqM,Good,No,6983721,14,100,,Finance Ledgers,Fresh,Others,Trust,T,Montana,Riveramouth,Secretary,Treasurer,866,862,RURAL,28,20995659
sdv-id-RqCoRa,Good,No,9608868,14,84,,Finance Ledgers,Fresh,Others,Society,^,Colorado,East Yvonne,Managing Director,Others,866,-1,SEMIU,12,2294111
sdv-id-hseLVc,Bad,No,133590,14,55,,Cashflows,Fresh,Others,Society,^,Mississippi,Tammymouth,President,Others,866,415,SEMIU,13,844987
sdv-id-lwzXzd,Good,No,2211870,14,65,,Cashflows,Fresh,Others,Society,T,Georgia,West Karen,President,President,866,862,RURAL,9,18508629
sdv-id-QWMwvk,Good,No,53253,14,29,25000321.09,Cashflows,Fresh,Secured,Society,C,North Dakota,Masontown,President,Treasurer,176,655,SEMIU,12,2691813
sdv-id-CnGUOs,Bad,No,1243391,14,53,,Finance Ledgers,Fresh,Others,Society,Y,New York,West Philipton,President,Secretary,849,862,SEMIU,20,14131310
sdv-id-WoTSkq,Bad,No,244559,14,53,,Finance Audits,Fresh,Unsecured,Society,_,Maine,Carolside,Secretary,Treasurer,0,-1,SEMIU,2,20861
sdv-id-wKqtRU,Good,No,5704167,14,83,,Finance Ledgers,Fresh,Others,Trust,J,Tennessee,Port Joshua,Secretary,Member,866,862,RURAL,34,16261916
sdv-id-LMYukF,Bad,No,3122668,14,57,,Finance Ledgers,Fresh,Unsecured,Trust,Y,Minnesota,Kington,Correspondent,President,-1,276,RURAL,14,10655972
sdv-id-GOKuPN,Good,No,376698,14,35,38198289.73,Cashflows,Fresh,Secured,Society,B,Missouri,North Samantha,Secretary,Secretary,866,862,SEMIU,27,9823214
sdv-id-yWJJMH,Bad,No,30429,14,23,,Finance Ledgers,Top Up,Secured,Society,R,Montana,Brownshire,Managing Trustee,Secretary,866,-1,URBAN,11,9116915
sdv-id-EpOsxW,Bad,No,610360,14,68,,Finance Ledgers,Fresh,Unsecured,Trust,R,New Jersey,West Victorside,Secretary,Secretary,866,862,RURAL,13,6468733
sdv-id-kBjQVh,Bad,Yes,1075968,14,44,17691415.53,Cashflows,Fresh,Others,Society,E,Oklahoma,Emilyborough,Correspondent,Director,866,862,URBAN,17,18660888
sdv-id-OXdhvu,Good,No,81902,14,42,,Finance Ledgers,Fresh,Secured,Society,A,Wisconsin,Brownside,Others,Member,853,35,URBAN,2,5490745
sdv-id-cmOMYJ,Good,No,604194,14,73,,Finance Ledgers,Fresh,Others,Society,H,New Mexico,Melaniefort,President,Secretary,866,17,RURAL,8,3827930
sdv-id-icTjUy,Good,No,252578,14,47,,Finance Ledgers,Fresh,Secured,Trust,E,Tennessee,Gilesmouth,Secretary,Treasurer,866,4,RURAL,18,17700223
sdv-id-eTrNsI,Good,No,6280948,14,48,,Cashflows,Fresh,Others,Trust,^,Oklahoma,East Sally,Secretary,Member,866,862,SEMIU,19,26774331
sdv-id-sqPMqL,Good,No,74157,14,51,,Bank Credits,Fresh,Unsecured,Trust,Q,Maine,New Ashleyburgh,Chairman,President,866,-1,SEMIU,21,2912632
sdv-id-ONOtWO,Good,No,6621503,14,81,26626973.48,Cashflows,Top Up,Unsecured,Society,_,Florida,Lake Christopher,President,Managing Director,866,-1,URBAN,8,17058699
sdv-id-wfvvue,Good,No,2255257,14,83,1014001.876,Cashflows,Fresh,Others,Society,K,Kentucky,South Katherine,Secretary,Secretary,504,448,RURAL,25,29299774
sdv-id-WAvdgE,Bad,Yes,5496869,14,69,,Finance Ledgers,Fresh,Unsecured,Society,D,Arkansas,East James,Correspondent,Managing Trustee,866,862,RURAL,31,9932505
sdv-id-ZsZPuO,Bad,Yes,7388510,14,77,,Finance Ledgers,Fresh,Others,Trust,O,Kansas,Thomashaven,Others,Member,866,862,URBAN,2,10865517
sdv-id-UIkgKk,Bad,No,1381287,14,49,13736158.77,Cashflows,Fresh,Others,Trust,I,Maine,Laurenland,Secretary,President,866,790,RURAL,2,8176607
sdv-id-oQcqID,Good,No,803858,14,30,,Cashflows,Top Up,Unsecured,Society,Z,Arkansas,Kimberlyville,Secretary,Treasurer,866,357,RURAL,10,11067943
sdv-id-bgRPTP,Good,No,32100,14,27,,Cashflows,Top Up,Others,Society,X,Arkansas,New Teresaville,Secretary,Secretary,-1,862,URBAN,19,3525008
sdv-id-CYoEAO,Bad,Yes,464168,14,54,11798020.28,Cashflows,Top Up,Unsecured,Trust,K,Montana,North Lisa,Secretary,Trustee,866,-1,SEMIU,3,1943626
sdv-id-sjjhZV,Good,No,236846,14,45,22055316.26,Cashflows,Fresh,Unsecured,Society,U,Nebraska,New Michael,Treasurer,Correspondent,866,844,RURAL,28,3784428
sdv-id-lHJvYE,Good,No,5862877,14,70,,Finance Ledgers,Fresh,Others,Trust,M,Washington,Reidtown,Member,President,800,-1,RURAL,10,14841754
sdv-id-rAMtJh,Bad,No,372234,14,44,,Cashflows,Fresh,Others,Society,S,Iowa,New Maryport,Secretary,President,866,862,RURAL,16,10046937
sdv-id-exQbQp,Bad,Yes,736386,14,67,,Cashflows,Fresh,Unsecured,Trust,C,New Jersey,West Kimberlystad,Chairman,Member,828,769,SEMIU,18,23521124
sdv-id-tPDlsY,Bad,Yes,93485,14,54,16174537.45,Finance Ledgers,Fresh,Unsecured,Society,V,Indiana,Lake Heatherland,Managing Trustee,Trustee,866,862,SEMIU,24,83463
sdv-id-qfPbLC,Bad,No,3757989,14,56,,Cashflows,Fresh,Others,Trust,O,Montana,Scottfort,Managing Director,Managing Director,866,862,RURAL,10,7555253
sdv-id-NUsXlw,Good,Yes,2481590,14,50,,Finance Ledgers,Fresh,Unsecured,Trust,F,Rhode Island,Lake Tamara,Chairman,Treasurer,866,862,URBAN,8,13977409
sdv-id-AYquQO,Bad,No,4500185,14,97,34974347.77,Cashflows,Fresh,Secured,Trust,C,Mississippi,North Juliafurt,Treasurer,Treasurer,866,-1,RURAL,3,25749835
sdv-id-HImIOW,Good,Yes,139582,14,32,,Finance Ledgers,Fresh,Unsecured,Society,V,Texas,Bruceview,Others,President,866,862,RURAL,17,14454920
sdv-id-yLHGDd,Good,No,4714261,14,107,,Cashflows,Fresh,Others,Society,c,Kansas,Wilsonstad,President,President,866,862,SEMIU,1,6205046
sdv-id-woIbSv,Bad,Yes,1446616,14,64,,Finance Ledgers,Fresh,Others,Trust,R,Florida,Hansonview,Chairman,Member,866,862,URBAN,15,2048970
sdv-id-eTBClN,Bad,No,680588,14,74,17024336.5,Cashflows,Fresh,Unsecured,Society,F,Massachusetts,Luisfurt,President,Secretary,866,862,SEMIU,14,5420536
sdv-id-dTecbY,Bad,No,1271326,14,41,,Finance Ledgers,Fresh,Unsecured,Trust,[,California,South Josephmouth,Others,Treasurer,595,836,URBAN,24,9982952
sdv-id-KTTxeE,Bad,No,531235,14,70,7449979.89,Cashflows,Fresh,Secured,Society,[,North Carolina,South Daniel,President,Treasurer,866,862,SEMIU,15,5403377
sdv-id-TwjbbS,Bad,No,469111,14,49,,Finance Ledgers,Fresh,Others,Society,A,Arizona,Melissafort,Secretary,Treasurer,866,862,SEMIU,8,2012071
